,metric_name,description,value
31104,"fill rate (rec987,gowns)",fill rate of recipient rec987 limited to gowns,0.0
31105,"fill rate (rec987,handmadeMasks)",fill rate of recipient rec987 limited to handmadeMasks,0.0
31106,"fill rate (rec987,respirators)",fill rate of recipient rec987 limited to respirators,0.0
31107,"fill rate (rec987,thermometers)",fill rate of recipient rec987 limited to thermometers,0.0
31108,"fill rate (rec988,disinfectingWipes)",fill rate of recipient rec988 limited to disinfectingWipes,0.0
31109,"fill rate (rec988,disposableBooties)",fill rate of recipient rec988 limited to disposableBooties,0.0
31110,"fill rate (rec988,faceShields)",fill rate of recipient rec988 limited to faceShields,0.0
31111,"fill rate (rec988,gowns)",fill rate of recipient rec988 limited to gowns,0.0
31112,"fill rate (rec988,respirators)",fill rate of recipient rec988 limited to respirators,0.0
31113,"fill rate (rec989,disinfectingWipes)",fill rate of recipient rec989 limited to disinfectingWipes,0.0
31114,"fill rate (rec989,faceShields)",fill rate of recipient rec989 limited to faceShields,0.0
31115,"fill rate (rec989,gowns)",fill rate of recipient rec989 limited to gowns,0.0
31116,"fill rate (rec989,nitrileGloves)",fill rate of recipient rec989 limited to nitrileGloves,0.0
31117,"fill rate (rec989,respirators)",fill rate of recipient rec989 limited to respirators,0.0
31118,"fill rate (rec99,disposableBooties)",fill rate of recipient rec99 limited to disposableBooties,0.0
31119,"fill rate (rec99,faceShields)",fill rate of recipient rec99 limited to faceShields,0.0
31120,"fill rate (rec99,gowns)",fill rate of recipient rec99 limited to gowns,0.0
31121,"fill rate (rec99,respirators)",fill rate of recipient rec99 limited to respirators,0.0
31122,"fill rate (rec990,disinfectingWipes)",fill rate of recipient rec990 limited to disinfectingWipes,0.0
31123,"fill rate (rec990,disposableBooties)",fill rate of recipient rec990 limited to disposableBooties,0.0
31124,"fill rate (rec990,faceShields)",fill rate of recipient rec990 limited to faceShields,0.0
31125,"fill rate (rec990,gowns)",fill rate of recipient rec990 limited to gowns,0.0
31126,"fill rate (rec990,handmadeMasks)",fill rate of recipient rec990 limited to handmadeMasks,0.0
31127,"fill rate (rec990,nitrileGloves)",fill rate of recipient rec990 limited to nitrileGloves,0.0
31128,"fill rate (rec990,respirators)",fill rate of recipient rec990 limited to respirators,0.0
31129,"fill rate (rec990,surgicalMasks)",fill rate of recipient rec990 limited to surgicalMasks,0.0
31130,"fill rate (rec991,disinfectingWipes)",fill rate of recipient rec991 limited to disinfectingWipes,0.0
31131,"fill rate (rec991,faceShields)",fill rate of recipient rec991 limited to faceShields,0.0
31132,"fill rate (rec991,handmadeMasks)",fill rate of recipient rec991 limited to handmadeMasks,0.0
31133,"fill rate (rec991,respirators)",fill rate of recipient rec991 limited to respirators,0.0
31134,"fill rate (rec992,disinfectingWipes)",fill rate of recipient rec992 limited to disinfectingWipes,0.0
31135,"fill rate (rec992,gowns)",fill rate of recipient rec992 limited to gowns,0.0
31136,"fill rate (rec992,handSanitizer)",fill rate of recipient rec992 limited to handSanitizer,0.0
31137,"fill rate (rec992,handmadeMasks)",fill rate of recipient rec992 limited to handmadeMasks,0.0
31138,"fill rate (rec992,surgicalMasks)",fill rate of recipient rec992 limited to surgicalMasks,0.0
31139,"fill rate (rec993,respirators)",fill rate of recipient rec993 limited to respirators,0.0
31140,"fill rate (rec994,disinfectingWipes)",fill rate of recipient rec994 limited to disinfectingWipes,0.0
31141,"fill rate (rec994,disposableBooties)",fill rate of recipient rec994 limited to disposableBooties,0.0
31142,"fill rate (rec994,faceShields)",fill rate of recipient rec994 limited to faceShields,0.0
31143,"fill rate (rec994,gowns)",fill rate of recipient rec994 limited to gowns,0.0
31144,"fill rate (rec994,nitrileGloves)",fill rate of recipient rec994 limited to nitrileGloves,0.0
31145,"fill rate (rec994,respirators)",fill rate of recipient rec994 limited to respirators,0.0
31146,"fill rate (rec994,thermometers)",fill rate of recipient rec994 limited to thermometers,0.0
31147,"fill rate (rec995,faceShields)",fill rate of recipient rec995 limited to faceShields,0.0
31148,"fill rate (rec995,respirators)",fill rate of recipient rec995 limited to respirators,0.0
31149,"fill rate (rec996,disinfectingWipes)",fill rate of recipient rec996 limited to disinfectingWipes,0.0
31150,"fill rate (rec996,disposableBooties)",fill rate of recipient rec996 limited to disposableBooties,0.0
31151,"fill rate (rec996,faceShields)",fill rate of recipient rec996 limited to faceShields,0.0
31152,"fill rate (rec996,gowns)",fill rate of recipient rec996 limited to gowns,0.0
31153,"fill rate (rec996,handSanitizer)",fill rate of recipient rec996 limited to handSanitizer,0.0
31154,"fill rate (rec996,handmadeMasks)",fill rate of recipient rec996 limited to handmadeMasks,0.0
31155,"fill rate (rec996,nitrileGloves)",fill rate of recipient rec996 limited to nitrileGloves,0.0
31156,"fill rate (rec996,respirators)",fill rate of recipient rec996 limited to respirators,0.0
31157,"fill rate (rec996,thermometers)",fill rate of recipient rec996 limited to thermometers,0.0
31158,"fill rate (rec997,disinfectingWipes)",fill rate of recipient rec997 limited to disinfectingWipes,0.0
31159,"fill rate (rec997,faceShields)",fill rate of recipient rec997 limited to faceShields,0.0
31160,"fill rate (rec997,gowns)",fill rate of recipient rec997 limited to gowns,0.0
31161,"fill rate (rec997,handmadeMasks)",fill rate of recipient rec997 limited to handmadeMasks,0.0
31162,"fill rate (rec997,nitrileGloves)",fill rate of recipient rec997 limited to nitrileGloves,0.0
31163,"fill rate (rec997,respirators)",fill rate of recipient rec997 limited to respirators,0.0
31164,"fill rate (rec997,thermometers)",fill rate of recipient rec997 limited to thermometers,0.0
31165,"fill rate (rec998,disinfectingWipes)",fill rate of recipient rec998 limited to disinfectingWipes,0.0
31166,"fill rate (rec998,disposableBooties)",fill rate of recipient rec998 limited to disposableBooties,0.0
31167,"fill rate (rec998,faceShields)",fill rate of recipient rec998 limited to faceShields,0.0
31168,"fill rate (rec998,handSanitizer)",fill rate of recipient rec998 limited to handSanitizer,0.0
31169,"fill rate (rec998,handmadeMasks)",fill rate of recipient rec998 limited to handmadeMasks,0.0
31170,"fill rate (rec998,respirators)",fill rate of recipient rec998 limited to respirators,0.0
31171,"fill rate (rec998,thermometers)",fill rate of recipient rec998 limited to thermometers,0.0
31172,"fill rate (rec999,disinfectingWipes)",fill rate of recipient rec999 limited to disinfectingWipes,0.0
31173,"fill rate (rec999,disposableBooties)",fill rate of recipient rec999 limited to disposableBooties,0.0
31174,"fill rate (rec999,gowns)",fill rate of recipient rec999 limited to gowns,0.0
31175,"fill rate (rec999,handSanitizer)",fill rate of recipient rec999 limited to handSanitizer,0.0
31176,"fill rate (rec999,handmadeMasks)",fill rate of recipient rec999 limited to handmadeMasks,0.0
31177,"fill rate (rec999,respirators)",fill rate of recipient rec999 limited to respirators,0.0
31178,fill rate (babyMonitors),average fill rate among recipients who requested babyMonitors,0.005947136563876652
31179,fill rate (bodyBags),average fill rate among recipients who requested bodyBags,0.010869565217391304
31180,fill rate (coveralls),average fill rate among recipients who requested coveralls,0.019679793158313447
31181,fill rate (disinfectingWipes),average fill rate among recipients who requested disinfectingWipes,0.0013151411042944786
31182,fill rate (disposableBooties),average fill rate among recipients who requested disposableBooties,0.0028522039757994814
31183,fill rate (faceShields),average fill rate among recipients who requested faceShields,0.004753718535469107
31184,fill rate (gowns),average fill rate among recipients who requested gowns,0.0007061088295687884
31185,fill rate (handSanitizer),average fill rate among recipients who requested handSanitizer,0.002166520510571957
31186,fill rate (handmadeMasks),average fill rate among recipients who requested handmadeMasks,0.03071611642050391
31187,fill rate (nitrileGloves),average fill rate among recipients who requested nitrileGloves,0.004692184111965306
31188,fill rate (paprShield),average fill rate among recipients who requested paprShield,0.0
31189,fill rate (printedFaceShields),average fill rate among recipients who requested printedFaceShields,0.40684929881337645
31190,fill rate (respirators),average fill rate among recipients who requested respirators,0.005707392400264206
31191,fill rate (safetyGlasses),average fill rate among recipients who requested safetyGlasses,0.009957155098543273
31192,fill rate (safetyGoggles),average fill rate among recipients who requested safetyGoggles,0.010834856794637417
31193,fill rate (surgicalCaps),average fill rate among recipients who requested surgicalCaps,0.0014442518775274408
31194,fill rate (surgicalMasks),average fill rate among recipients who requested surgicalMasks,0.010711739094961543
31195,fill rate (thermometers),average fill rate among recipients who requested thermometers,1.858736059479554e-06
31196,fill rate exc zeros (babyMonitors),average fill rate among recipients who requested babyMonitors and received at least one unit,0.45
31197,fill rate exc zeros (bodyBags),average fill rate among recipients who requested bodyBags and received at least one unit,1.0
31198,fill rate exc zeros (coveralls),average fill rate among recipients who requested coveralls and received at least one unit,0.8245833333333333
31199,fill rate exc zeros (disinfectingWipes),average fill rate among recipients who requested disinfectingWipes and received at least one unit,0.6699
31200,fill rate exc zeros (disposableBooties),average fill rate among recipients who requested disposableBooties and received at least one unit,0.825
31201,fill rate exc zeros (faceShields),average fill rate among recipients who requested faceShields and received at least one unit,0.8746842105263157
31202,fill rate exc zeros (gowns),average fill rate among recipients who requested gowns and received at least one unit,0.68775
31203,fill rate exc zeros (handSanitizer),average fill rate among recipients who requested handSanitizer and received at least one unit,0.6737878787878787
31204,fill rate exc zeros (handmadeMasks),average fill rate among recipients who requested handmadeMasks and received at least one unit,0.8417678571428572
31205,fill rate exc zeros (nitrileGloves),average fill rate among recipients who requested nitrileGloves and received at least one unit,0.5667488095238095
31206,fill rate exc zeros (printedFaceShields),average fill rate among recipients who requested printedFaceShields and received at least one unit,0.9312328395061727
31207,fill rate exc zeros (respirators),average fill rate among recipients who requested respirators and received at least one unit,0.71605823114084
31208,fill rate exc zeros (safetyGlasses),average fill rate among recipients who requested safetyGlasses and received at least one unit,0.4303703703703704
31209,fill rate exc zeros (safetyGoggles),average fill rate among recipients who requested safetyGoggles and received at least one unit,0.6585185185185185
31210,fill rate exc zeros (surgicalCaps),average fill rate among recipients who requested surgicalCaps and received at least one unit,0.8333333333333334
31211,fill rate exc zeros (surgicalMasks),average fill rate among recipients who requested surgicalMasks and received at least one unit,0.7557241234955522
31212,fill rate exc zeros (thermometers),average fill rate among recipients who requested thermometers and received at least one unit,0.003
31213,fill rate,"overall fill rate, i.e., the average of the fill rates (ppe)",0.029400280069062465
31214,fill rate exc zeros,"overall fill rate among recipients who received something, i.e., the average of the fill rates (ppe) among recipients who received at least one unit",0.6907329120987636
31215,avg unit-miles (babyMonitors),average miles travelled by each unit of babyMonitors,2184.223727272727
31216,avg unit-miles (bodyBags),average miles travelled by each unit of bodyBags,312.05600000000004
31217,avg unit-miles (coveralls),average miles travelled by each unit of coveralls,1430.5335186335403
31218,avg unit-miles (disinfectingWipes),average miles travelled by each unit of disinfectingWipes,488.5202515204171
31219,avg unit-miles (disposableBooties),average miles travelled by each unit of disposableBooties,1898.9807640707968
31220,avg unit-miles (faceShields),average miles travelled by each unit of faceShields,1259.3626128505164
31221,avg unit-miles (gowns),average miles travelled by each unit of gowns,1972.2212464285715
31222,avg unit-miles (handSanitizer),average miles travelled by each unit of handSanitizer,1613.3692982832615
31223,avg unit-miles (handmadeMasks),average miles travelled by each unit of handmadeMasks,1475.7483817956145
31224,avg unit-miles (nitrileGloves),average miles travelled by each unit of nitrileGloves,807.812512753774
31225,avg unit-miles (printedFaceShields),average miles travelled by each unit of printedFaceShields,1310.946001507707
31226,avg unit-miles (respirators),average miles travelled by each unit of respirators,1142.635625018019
31227,avg unit-miles (safetyGlasses),average miles travelled by each unit of safetyGlasses,448.48817557251914
31228,avg unit-miles (safetyGoggles),average miles travelled by each unit of safetyGoggles,955.1260706214688
31229,avg unit-miles (surgicalCaps),average miles travelled by each unit of surgicalCaps,60.1425
31230,avg unit-miles (surgicalMasks),average miles travelled by each unit of surgicalMasks,1225.1703194381612
31231,avg unit-miles (thermometers),average miles travelled by each unit of thermometers,457.7979166666667
31232,avg unit-miles,average miles travelled by each unit of ppe,1262.8544062619565
31233,avg unit-days (babyMonitors),average days that each unit of babyMonitors stayed idle,16.90909090909091
31234,avg unit-days (bodyBags),average days that each unit of bodyBags stayed idle,1.0
31235,avg unit-days (coveralls),average days that each unit of coveralls stayed idle,5.4824016563147
31236,avg unit-days (disinfectingWipes),average days that each unit of disinfectingWipes stayed idle,1.4847958297132928
31237,avg unit-days (disposableBooties),average days that each unit of disposableBooties stayed idle,2.5288495575221237
31238,avg unit-days (faceShields),average days that each unit of faceShields stayed idle,2.776829011174362
31239,avg unit-days (gowns),average days that each unit of gowns stayed idle,2.4589285714285714
31240,avg unit-days (handSanitizer),average days that each unit of handSanitizer stayed idle,2.1266094420600856
